prompt,tier,word_count,char_count,sentence_count,avg_word_length,has_question_mark,code_token_count,instruction_verb_count,tier_label
Create a cross-functional response plan for a food manufacturer after routine testing identifies possible contamination in a ready-to-eat product distributed nationally. The evidence is incomplete and production lots share ingredients with unaffected products. Establish a decision framework for traceability testing production holds recall scope regulator contact retailer coordination and public communication. Explain how quality teams legal counsel supply-chain leaders finance customer support and plant managers should share verified facts without contaminating the investigation. Include criteria for expanding or narrowing a recall and for preserving samples records and supplier communications. Specify how to protect vulnerable customers handle retailer refunds and maintain employee safety during intensified sanitation work. Build a 72-hour timeline with decision owners and evidence gates. Finish with root-cause analysis corrective actions insurance coordination and a board briefing that distinguishes confirmed risk from precautionary measures.,complex,135.0,1060.0,8.0,7.85,0.0,1.0,6.0,2
Develop a cross-functional response plan for a fintech whose payment processor outage prevents merchant settlements during a public holiday. The company has limited reserve liquidity and social media reports claim that customer funds are lost. Define the governance model connecting treasury engineering legal compliance customer operations communications and executive leadership. Explain how to verify ledger integrity estimate settlement exposure decide whether to use emergency credit and prioritize merchants without creating unfair treatment. Include regulator and banking-partner notification thresholds evidence preservation and controls over manual payment adjustments. Specify customer messaging that states what is known and what remains uncertain. Build escalation rules for fraud attempts liquidity deterioration and processor recovery delays. Finish with reconciliation procedures post-outage compensation principles supplier accountability and a review of contractual and architectural changes needed before the next peak period.,complex,133.0,1044.0,8.0,7.85,0.0,1.0,9.0,2
Plan a whole-of-government wildfire evacuation response for a rapidly changing fire front that threatens rural communities a tourist town and a major transmission corridor. Communications networks may fail and false evacuation maps are circulating online. Establish a command model for emergency services local government health transport utilities community leaders and public information teams. Define how evacuation zones will be approved updated and communicated through redundant channels. Include plans for accessible transport livestock evacuation shelter capacity road closures and welfare checks. Explain how officials should reconcile conflicting field reports while protecting responder safety and public trust. Specify triggers for requesting national assistance restoring critical power and issuing re-entry permissions. Build a schedule for the first operational period and a method for documenting decisions despite degraded connectivity. Finish with recovery coordination debris hazards mental-health supports insurance information and an after-action process that improves future community preparedness.,complex,144.0,1120.0,9.0,7.78,0.0,0.0,6.0,2
Develop a cross-functional crisis plan after a global payroll-system migration fails two days before payday. Employee bank details are partially mismatched and tax calculations differ across several countries. Build a command structure linking payroll finance human resources legal data privacy information security local country managers and employee communications. Define how to segment affected populations validate data and choose between emergency advances manual payments and delayed correction. Explain controls for fraud prevention privacy and local labor-law deadlines. Include communication templates that acknowledge uncertainty without causing unnecessary panic. Specify how regional teams can collect corrections while preserving an auditable record and avoiding duplicate payments. Create a timetable for the first forty-eight hours including executive escalation vendor management and regulator contact. Finish with reconciliation steps post-payday remediation for employee harm contractual recovery and governance changes for future system releases.,complex,136.0,1066.0,9.0,7.84,0.0,1.0,8.0,2
Reconcile conflicting fiduciary duties in a cross-border insolvency with divergent creditor priorities.,complex,12.0,103.0,1.0,8.58,0.0,0.0,0.0,2
Design a defensible proportionality analysis for automated employment screening under EU fundamental-rights law.,complex,13.0,112.0,1.0,8.62,0.0,0.0,1.0,2
Determine whether privilege survives internal investigation disclosures to a multinational parent company.,complex,12.0,106.0,1.0,8.83,0.0,0.0,0.0,2
Prove identifiability limits for causal effects under unmeasured confounding and interference.,complex,11.0,94.0,1.0,8.55,0.0,0.0,0.0,2
Derive a triage allocation rule satisfying fairness efficiency and non-discrimination constraints.,complex,11.0,98.0,1.0,8.91,0.0,0.0,0.0,2
Formulate protocol safeguards for emergency research consent when surrogates are unavailable.,complex,11.0,93.0,1.0,8.45,0.0,0.0,0.0,2
Prove nonlinear stability of a constrained Hamiltonian system near a resonant equilibrium.,complex,12.0,90.0,1.0,7.5,0.0,0.0,0.0,2
Derive radiation-pressure noise limits for an interferometer with squeezed-light injection.,complex,10.0,91.0,1.0,9.1,0.0,0.0,0.0,2
Design fault-tolerant control for a drone swarm under Byzantine sensor corruption.,complex,11.0,82.0,1.0,7.45,0.0,0.0,1.0,2
Specify safe degradation semantics for a partitioned payment ledger with delayed clocks.,complex,12.0,88.0,1.0,7.33,0.0,0.0,1.0,2
Find a subgame-perfect bargaining strategy with incomplete information and outside options.,complex,11.0,91.0,1.0,8.27,0.0,0.0,0.0,2
Design an incentive-compatible allocation mechanism for scarce shared grid capacity.,complex,10.0,84.0,1.0,8.4,0.0,0.0,1.0,2
Construct a crisis command structure for simultaneous cyberattack and physical evacuation.,complex,11.0,90.0,1.0,8.18,0.0,0.0,1.0,2
Reconcile conflicting regulatory notifications after a global data breach with uncertain scope.,complex,12.0,95.0,1.0,7.92,0.0,0.0,0.0,2
Prove convergence of distributed stochastic optimization with adversarially delayed gradients.,complex,10.0,94.0,1.0,9.4,0.0,0.0,0.0,2
Review a single service-contract clause that renews automatically unless either party gives 45 days notice. Explain the practical effect for the customer; identify one ambiguity worth clarifying; and rewrite the clause in plain English. Do not analyze jurisdiction-specific enforceability or draft a complete agreement.,moderate,44.0,319.0,3.0,7.25,0.0,2.0,5.0,1
Create a same-day scheduling rule for one outpatient clinic that has four urgent referral slots and six routine cancellations. Prioritize requests using only stated referral urgency and appointment availability. Explain how staff should document exceptions and notify displaced patients. Keep the task limited to this clinic and do not design a regional allocation system or make clinical diagnoses.,moderate,58.0,399.0,4.0,6.88,0.0,0.0,5.0,1
A steel rod has a measured yield strength of 250 MPa and an estimated peak tensile stress of 125 MPa. Calculate its factor of safety then explain two assumptions that could make the estimate unreliable. State whether the result alone justifies use in a vibration-prone bracket. Keep the analysis to this single component.,moderate,53.0,321.0,4.0,6.06,0.0,0.0,3.0,1
Prepare a bargaining brief for renewing one software vendor contract. The vendor proposes a 12 percent price increase while service levels have been met only 92 percent of the time. Calculate the annual increase on a 200000-dollar contract. Then outline three evidence-based concessions the buyer could seek and one fallback position. Do not negotiate a multi-vendor strategy or redesign the procurement process.,moderate,62.0,412.0,5.0,6.65,0.0,0.0,3.0,1
Analyze a six-month marketing table that shows monthly spend leads and conversions for one channel. Describe how to calculate cost per lead and conversion rate for each month. Identify what trend would justify a deeper investigation and name one limitation of drawing conclusions from this table alone. Present a concise method rather than building a complete forecasting model.,moderate,58.0,378.0,4.0,6.52,0.0,0.0,4.0,1
Write a single Python function that reads a small CSV file and returns the sum of its price column. It should skip the header handle blank lines and raise a helpful error for nonnumeric values. Include two test cases and briefly explain the error-handling choice. Do not add database access concurrency or multi-file architecture.,moderate,54.0,330.0,4.0,6.11,0.0,1.0,3.0,1
Draft a first-hour incident communication plan for a university whose learning portal is unavailable during exams. Identify the audiences the message sequence and the facts that require confirmation before publishing. Include one update for students and one for staff. Limit the task to communications for this outage rather than recovery engineering legal notification or long-term crisis governance.,moderate,57.0,401.0,4.0,7.04,0.0,0.0,3.0,1
Explain how to estimate terminal velocity for a falling object using mass area drag coefficient and air density. Show the governing relationship and identify which measurement most affects uncertainty. Then state one reason a laboratory drop test may differ from the simple model. Keep the discussion at introductory engineering level and avoid designing a full experimental campaign.,moderate,57.0,384.0,4.0,6.74,0.0,0.0,3.0,1
Build a basic consent-record checklist for a single-site observational study. Include participant identity consent date version of the information sheet withdrawal contact and secure storage location. Explain how a coordinator should handle a missing signature before data entry. Do not address multi-country ethics approvals emergency consent or complex data-sharing arrangements.,moderate,50.0,381.0,4.0,7.62,0.0,0.0,3.0,1
Recommend whether a small manufacturer should repair or replace one aging packaging machine. Compare repair cost expected downtime warranty and spare-parts availability. Explain how to calculate a simple break-even period and list one fact that would change the recommendation. Limit the analysis to one machine and do not create a factory-wide capital plan.,moderate,53.0,358.0,4.0,6.75,0.0,0.0,5.0,1
